title,url,time_added,tags,status
http://hardhoofd.com/2013/09/04/frances-ha-oh-boy-en-het-generatiegezanik/,http://hardhoofd.com/2013/09/04/frances-ha-oh-boy-en-het-generatiegezanik/,1464188407,,unread
hard//hoofd,http://hardhoofd.com/2013/09/24/column-groot-en-klein/,1380889280,,archive
hard//hoofd,http://hardhoofd.com/2013/09/25/hoe-de-laatste-tasmaanse-buidelwolf-doodvroor/,1380889285,,archive
hard//hoofd,http://hardhoofd.com/2013/09/26/de-muur-van-parijs/,1380889289,,archive
Daring Fireball: Vesper: What's New and What's Next,http://daringfireball.net/2013/09/vesper_whats_new_whats_next,1380790872,,archive
"New CPUs, faster Wi-Fi, same flaws: Apple’s 2013 iMac reviewed | Ars Techni",http://arstechnica.com/apple/2013/09/new-cpus-faster-wi-fi-same-flaws-apples-2013-imac-reviewed/,1381429995,,archive
"Boom, Bust, Flip - NYTimes.com",http://www.nytimes.com/2013/10/06/magazine/boom-bust-flip.html?_r=1&,1381562996,,archive
1Password 4 for Mac brings upgraded security and Wi-Fi sync | Ars Technica,http://arstechnica.com/information-technology/2013/10/1password-4-for-mac-brings-upgraded-security-and-wi-fi-sync/,1381429991,,archive
De Correspondent,https://decorrespondent.nl/8/niemand-weet-wie-onze-staatsschuld-bezit/143794552-a1dc56e3,1380825086,,archive
hard//hoofd,http://hardhoofd.com/2013/09/27/het-eetwezen-casu-marzu/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+hardhoofd+%28hard%2F%2Fhoofd%29,1380889316,,archive
Martijn uit Enschede wil wel zo’n enkeltje naar Mars - nrc.nl,http://www.nrc.nl/longreads/2013/10/04/martijn-uit-enschede-wil-wel-zon-enkeltje-naar-mars/,1381074939,,archive
http://youtu.be/kTVOntxuAHc,http://youtu.be/kTVOntxuAHc,1380891700,,archive
Gelezen in de Bright app,http://www.bright.nl/node/26177,1380898819,,archive
"And Then Steve Said, ‘Let There Be an iPhone’ - NYTimes.com",http://www.nytimes.com/2013/10/06/magazine/and-then-steve-said-let-there-be-an-iphone.html?_r=0,1389395022,,archive
Former Apple Engineer Gives Behind-the-Scenes Look at the Original iPhone I,http://www.macrumors.com/2013/10/04/former-apple-engineer-gives-behind-the-scenes-look-at-the-original-iphone-introduction/,1389394708,,archive
http://www.nrc.nl/nieuws/2013/10/04/droogkajakken-met-56-kmuur-een-betonnen-afwateringsgeul-af/,http://www.nrc.nl/nieuws/2013/10/04/droogkajakken-met-56-kmuur-een-betonnen-afwateringsgeul-af/,1380954942,,archive
The New Canon | The LARB Blog,http://blog.lareviewofbooks.org/deartv/77/,1381164201,,archive
Nathan Heller: How San Francisco’s Entrepreneurial Culture Is Changing the ,http://www.newyorker.com/reporting/2013/10/14/131014fa_fact_heller?currentPage=all,1381562975,,archive
XS4ALL | Over XS4ALL | Nieuws | Tips & Columns | Computercriminaliteit III:,https://www.xs4all.nl/overxs4all/nieuws/column/wetcomputercriminaliteit/,1381238426,,archive
"iPhone 5C and 5S come to the rest of the world on October 25, November 1 | ",http://arstechnica.com/apple/2013/10/iphone-5c-and-5s-come-to-the-rest-of-the-world-on-october-25-november-1/,1381429986,,archive
"Beste baas, doe iets aan de heersende burn-outboom - Opinie - De Morgen",http://www.demorgen.be/dm/nl/2461/Opinie/article/detail/1720228/2013/10/10/Beste-baas-doe-iets-aan-de-heersende-burn-outboom.dhtml,1381480077,,archive
klik op akkoord - VPRO,http://www.vpro.nl/lees/gids/dagtips/2013/40/donderdag.html,1381522187,,archive
"That annoying INSERT problem, getting data into the DB - Sam Saffron's Blog",http://discuss.samsaffron.com/t/that-annoying-insert-problem-getting-data-into-the-db/12,1381419834,,archive
http://harpers.org/archive/2013/11/the-man-who-saves-you-from-yourself/?single=1,http://harpers.org/archive/2013/11/the-man-who-saves-you-from-yourself/?single=1,1403087023,,archive
New Model Offers Detailed Look at Apple's Upcoming 'Spaceship' Campus - Mac,http://www.macrumors.com/2013/10/11/new-model-offers-detailed-look-at-apples-upcoming-spaceship-campus/,1381522417,,archive
Google ,https://accounts.google.com/ServiceLogin?service=oz&passive=1209600&continue=https://plus.google.com/settings/endorsements?gpsrc%3Dgpmobile:ios%26partnerid%3Dgpmobile:ios&btmpl=mobile_tier2&ltmpl=tier2gplus,1381569373,,archive
Ericaverdegaal.nl - Artikelen / blogs,http://ericaverdegaal.nl/publications/index/892,1381750363,,archive
TED talks are lying to you - Salon.com,http://www.salon.com/2013/10/13/ted_talks_are_lying_to_you/,1382189539,,archive
Mental Floss Exclusive: Our Interview with Bill Watterson! | Mental Floss,http://mentalfloss.com/article/53216/mental-floss-exclusive-our-interview-bill-watterson,1383071173,,archive
Review of the iPhone 5S 120fps super slow motion | Philip Bloom,http://philipbloom.net/2013/10/17/iphone5s/,1382189557,,archive
Coding Horror: You Don't Need Millions of Dollars,http://www.codinghorror.com/blog/2013/10/you-dont-need-millions-of-dollars.html,1382627352,,archive
Coding Horror: Why Does Windows Have Terrible Battery Life?,http://www.codinghorror.com/blog/2013/10/why-does-windows-have-terrible-battery-life.html,1382627308,,archive
OS X 10.9 Mavericks: The Ars Technica Review | Ars Technica,http://arstechnica.com/apple/2013/10/os-x-10-9/,1382903621,,archive
How Apple Makes the Mac Pro — Atomic Delights,http://atomicdelights.com/blog/how-apple-makes-the-mac-pro,1382627357,,archive
The 50 Greatest Breakthroughs Since the Wheel - James Fallows - The Atlanti,http://www.theatlantic.com/magazine/archive/2013/11/innovations-list/309536/,1382769815,,archive
De natuurlijke vijand van elke liefdesrelatie - Vrij Nederland -,http://www.vn.nl/Archief/Samenleving/Artikel-Samenleving/De-natuurlijke-vijand-van-elke-liefdesrelatie.htm,1382769656,,archive
Dominee Gremdaat 'Hou nou toch eens op' - YouTube,http://m.youtube.com/watch?feature=youtu.be&v=S2LqZAoDKWs&desktop_uri=%2Fwatch%3Fv%3DS2LqZAoDKWs%26feature%3Dyoutu.be,1382636409,,archive
Cash to the poor: Pennies from heaven | The Economist,http://www.economist.com/news/international/21588385-giving-money-directly-poor-people-works-surprisingly-well-it-cannot-deal?utm_source=buffer&utm_campaign=Buffer&utm_content=buffer21cdf&utm_medium=twitter,1382769796,,archive
hard//hoofd,http://hardhoofd.com/2013/10/25/tip-niet-geleefd-worden/,1382771275,,archive
Ik heb geschreven maar lees het dan ook goed - nrc.nl,http://www.nrc.nl/boeken/2013/10/26/ik-heb-geschreven-maar-lees-het-dan-ook-goed/?utm_source=email&utm_campaign=nieuwsbrief-20131026&utm_content=NRC%20Boeken&utm_tag=blok1,1382790315,,archive
Daring Fireball: Thoughts and Observations Regarding This Week's Apple Even,http://daringfireball.net/2013/10/this_weeks_ipad_event,1382902690,,archive
"Lou Reed, Velvet Underground Leader and Rock Pioneer, Dead at 71 | Music Ne",http://www.rollingstone.com/music/news/lou-reed-velvet-underground-leader-and-rock-pioneer-dead-at-71-20131027,1382911128,,archive
Daring Fireball: The iPad Air,http://daringfireball.net/2013/10/the_ipad_air,1383324562,,archive
hard//hoofd,http://hardhoofd.com/2013/10/30/essay-yoga-zonder-puntmuts/,1383399648,,archive
"Voor fundamentele technologiekritiek, klik hier",https://decorrespondent.nl/270/voor-fundamentele-technologiekritiek-klik-hier/4853066130-9bc740cd,1383202954,,archive
Why (and how) I'm saying goodbye to Gmail | Macworld,http://www.macworld.com/article/2059230/why-and-how-im-saying-goodbye-to-gmail.html,1383590487,,archive
NSA files decoded: Edward Snowden's surveillance revelations explained | Wo,http://www.theguardian.com/world/interactive/2013/nov/01/snowden-nsa-files-surveillance-revelations-decoded#section/1,1383386284,,archive
http://dasmag.nl/blondismen-aforismen-door-thomas-blondeau/,http://dasmag.nl/blondismen-aforismen-door-thomas-blondeau/,1447700099,,archive
Discourse in a Docker container,http://samsaffron.com/archive/2013/11/07/discourse-in-a-docker-container,1386501134,,archive
It’s up to you. | yesivebeenthere2,https://yesivebeenthere2.wordpress.com/2013/11/10/its-up-to-you-2/,1457361140,,archive
Blondismen: een introductie door Hanna Bervoets,http://dasmag.nl/blondismen-een-introductie/,1434915172,,archive
Switzerland’s Proposal to Pay People for Being Alive - NYTimes.com,http://www.nytimes.com/2013/11/17/magazine/switzerlands-proposal-to-pay-people-for-being-alive.html?_r=1&,1384637327,,archive
John Resig - Node.js Stream Playground,http://ejohn.org/blog/node-js-stream-playground/,1384890090,,archive
jQuery 1.11.0/2.1.0 Beta 2 Released | Official jQuery Blog,http://blog.jquery.com/2013/11/15/jquery-1-11-02-1-0-beta-2-released/,1384890060,,archive
The State of Smartphones in 2013: Part I of the new Ars Ultimate Guide | Ar,http://arstechnica.com/gadgets/2013/11/the-state-of-smartphones-in-2013-part-i-of-the-new-ars-ultimate-guide/,1385468607,,archive
Special report: Apple’s ground-breaking bet on its clean energy infrastruct,http://gigaom.com/2013/11/18/apple-solar-farm-fuel-cell-farms-exclusive-photos-investigative-report/,1384950475,,archive
Hello Minty,http://www.wekeroad.com/2013/10/03/hello-minty/,1385219637,,archive
http://www.wekeroad.com/2013/10/03/hello-minty/ …,http://t.co/1CQZxopvO0,1385052111,,archive
You need an editor « Jacob Kaplan-Moss,https://jacobian.org/writing/editors/,1434454851,how-to-write,archive
Technical style « Jacob Kaplan-Moss,https://jacobian.org/writing/technical-style/,1434454830,how-to-write,archive
What to write « Jacob Kaplan-Moss,https://jacobian.org/writing/what-to-write/,1434454814,how-to-write,archive
Advertising turned anti-consumerism into a weapon – Adam Corner – Aeon,http://www.aeonmagazine.com/living-together/how-advertising-turned-anti-consumerism-into-a-secret-weapon/,1385933935,,archive
McSweeney’s Internet Tendency: Retail Therapy: Inside the Apple Store: It’s,http://www.mcsweeneys.net/articles/its-a-trap,1385467309,,archive
Review: The productivity suite formerly known as iWork | Ars Technica,http://arstechnica.com/apple/2013/11/review-the-productivity-suite-formerly-known-as-iwork/,1385468567,,archive
Planet Money Makes A T-Shirt,http://apps.npr.org/tshirt/#/people,1388078810,,archive
Open WiFi – je verbinding met iedereen delen? | XS4ALL Weblog,https://blog.xs4all.nl/2013/12/02/open-wifi-je-verbinding-met-iedereen-delen/,1386689812,,archive
The Human Cost of Foreclosure | Economic Crisis | The Investigative Fund,http://www.theinvestigativefund.org/investigations/economiccrisis/1889/the_human_cost_of_foreclosure/,1386868127,,archive
David Simon: 'There are now two Americas. My country is a horror show' | Wo,http://www.theguardian.com/world/2013/dec/08/david-simon-capitalism-marx-two-americas-wire,1386868111,,archive
Minty: Razing the Pyramid of Pain,http://www.wekeroad.com/2013/11/04/minty-razing-the-pyramid-of-pain/,1386500866,,archive
Minty: Refactor 1 - Moving To a Document DB,http://www.wekeroad.com/2013/11/05/minty-refactor-1-moving-to-a-document-db/,1386500875,,archive
hard//hoofd,http://hardhoofd.com/2013/12/11/column-paniek/,1386841812,,archive
hard//hoofd,http://hardhoofd.com/2013/12/11/drukke-week-modeziekte/,1386841816,,archive
"Prolost - Blog - How to Take Good Photos for Under $1,000",http://prolost.com/1kphotos,1387231138,,archive
James Carroll: A Radical Pope’s First Year : The New Yorker,http://m.newyorker.com/reporting/2013/12/23/131223fa_fact_carroll?currentPage=all,1387836614,,unread
hard//hoofd,http://hardhoofd.com/2013/12/17/drukke-week-vallen-en-opstaan/,1387289713,,archive
Facebook Is A Fundamentally Broken Product That Is Collapsing Under Its Own,http://www.businessinsider.com/facebook-news-feed-benedict-evans-2013-12,1387618618,,archive
hard//hoofd,http://hardhoofd.com/2013/12/19/column-een-goed-mens/,1387468485,,archive
Surviving Anxiety - Scott Stossel - The Atlantic,http://www.theatlantic.com/magazine/archive/2014/01/surviving_anxiety/355741/,1388832286,,archive
"NRC, bespaar ons retoriek van Baudet & Co over EU - nrc.nl",http://www.nrc.nl/nieuws/2013/12/23/nrc-bespaar-ons-retoriek-van-baudet-co-over-eu/,1387830446,,archive
De geschiedenis van het ‘banqueroet’ | Follow the Money,http://www.ftm.nl/exclusive/de-geschiedenis-van-het-banqueroet/,1388254867,,archive
Diagnosing issues with reversible data transformations - Jon Skeet: Coding ,http://msmvps.com/blogs/jon_skeet/archive/2014/01/20/diagnosing-issues-with-reversible-data-transformations.aspx,1390727405,,archive
Code is not literature,http://www.gigamonkeys.com/code-reading/,1409856943,,archive
Yahoo Tech,http://www.yahoo.com/tech/sensor-innovations-from-sony-ushering-in-a-golden-age-74229401513.html,1390939320,,archive
Winnaar essaywedstrijd - Maak iets van je leven! Maar wat? :: archief nrc.n,http://vorige.nrc.nl/opinie/article1747325.ece/Winnaar_essaywedstrijd_-_Maak_iets_van_je_leven!_Maar_wat,1390739809,,archive
Why does the government disallow dynamic languages? | Ars Technica,http://arstechnica.com/information-technology/2014/01/why-does-the-government-disallow-dynamic-languages/,1390727279,,archive
Teach Us to Sit Still | Book review | Books | The Observer,http://www.theguardian.com/books/2010/jun/20/teach-us-to-sit-still,1390980845,,archive
TSA Agent Confession - POLITICO Magazine,http://www.politico.com/magazine/story/2014/01/tsa-screener-confession-102912.html#.Uvmu_om9LCR,1392094982,,archive
Tunnel vision: how an obsessed explorer found and lost the world's oldest s,http://www.theverge.com/2014/2/5/5280920/tunnel-vision-bob-diamond-fights-for-the-atlantic-avenue-subway,1392320692,,archive
Why Are People Such Jerks Online?,https://www.yahoo.com/tech/why-are-people-such-jerks-online-75755672876.html,1392030759,,archive
http://readwrite.com/2014/02/06/angular-backbone-ember-best-javascript-framework-for-you#awesm=~oFJvyCPdFRyJ8C,http://readwrite.com/2014/02/06/angular-backbone-ember-best-javascript-framework-for-you#awesm=~oFJvyCPdFRyJ8C,1401440117,,archive
How RadioShack Plans to Rescue Itself from Irrelevance,https://www.yahoo.com/tech/how-radioshack-plans-to-rescue-itself-from-irrelevance-76424164006.html,1392305317,,archive
dag kabeltelevisie - VPRO,http://www.vpro.nl/lees/gids/extra/2014/cordcutters.html,1392459242,,archive
Het geheim van de vier orgasmen - Vrij Nederland -,http://www.vn.nl/Archief/Samenleving/Artikel-Samenleving/Het-geheim-van-de-vier-orgasmen-1.htm,1392569437,,archive
iPhone UI Designer Tells The Story Behind iOS Text Selection Patent | Cult ,http://www.cultofmac.com/266587/iphone-ui-designer-tells-story-behind-ios-text-selection-patent/,1392742699,,archive
The War on Reason - Paul Bloom - The Atlantic,http://www.theatlantic.com/magazine/archive/2014/03/the-war-on-reason/357561/,1394873835,,archive
Het kan: een totaal andere inrichting van onze democratie,https://decorrespondent.nl/538/het-kan-een-totaal-andere-inrichting-van-onze-democratie/9670183622-5d3b791d,1392973384,,archive
Herdenk met dit klassieke boek de waanzin van Wereldoorlog I,https://decorrespondent.nl/751/herdenk-met-dit-klassieke-boek-de-waanzin-van-wereldoorlog-i/13498713569-4d4a88c1,1392973961,,archive
Long Live the Web: A Call for Continued Open Standards and Neutrality,https://www.scientificamerican.com/article/long-live-the-web/,1690699888,,unread
Écht veilig communiceren: zijn diensten als Telegram de oplossing? - Off th,http://tweakers.net/reviews/3435/3/echt-veilig-communiceren-zijn-diensten-als-telegram-de-oplossing-off-the-record.html,1393753754,,archive
Why we should love material things more – Nick Thorpe – Aeon,http://aeon.co/magazine/world-views/why-we-should-love-material-things-more/,1397067225,,unread
http://blog.codinghorror.com/the-magpie-developer/,http://blog.codinghorror.com/the-magpie-developer/,1452684110,,archive
Merkel Is Mutti Not Only To Germans But To All Europeans,http://www.euinside.eu/en/comments/merkel-is-mutti-not-only-to-the-germans-but-to-all-europeans,1394266586,,archive
http://blog.codinghorror.com/strong-opinions-weakly-held/,http://blog.codinghorror.com/strong-opinions-weakly-held/,1439902472,,archive
A Scripter at Heart,http://blog.codinghorror.com/a-scripter-at-heart/,1430845850,,archive
http://blog.codinghorror.com/designing-for-evil/,http://blog.codinghorror.com/designing-for-evil/,1439902285,,archive
The Field of Dreams Strategy,http://blog.codinghorror.com/the-field-of-dreams-strategy/,1424351039,,archive
Dus gebruikers van openbare WiFi netwerken zijn te hacken. Nou en? // Jaap-,http://blog.xot.nl/2014/03/23/dus-gebruikers-van-openbare-wifi-netwerken-zijn-te-hacken-nou-en/,1395823046,,archive
Can Your Team Pass The Elevator Test?,http://blog.codinghorror.com/can-your-team-pass-the-elevator-test/,1409676291,,archive
Scott Hanselman's Complete List of Productivity Tips - Scott Hanselman,http://www.hanselman.com/blog/ScottHanselmansCompleteListOfProductivityTips.aspx,1396386175,,archive
Dan maak je maar zin - Filosofie - TROUW,http://www.trouw.nl/tr/nl/5116/Filosofie/article/detail/3624794/2014/03/30/Dan-maak-je-maar-zin.dhtml,1399538340,,archive
The Technium: The Post-Productive Economy,http://kk.org/thetechnium/2013/01/the-post-produc/,1408383129,,archive
Memories of Steve,http://donmelton.com/2014/04/10/memories-of-steve/,1397246317,,unread
"You Don't Read Code, You Explore It",http://prog21.dadgum.com/194.html,1409856957,,archive
Programming Sucks,http://stilldrinking.org/programming-sucks,1424343037,,unread
Endomondo | Community based on free GPS tracking of sports,http://www.endomondo.com/stats/15764607,1398893934,,archive
"Apple releases OS X 10.9.3 with improved 4K support, restored USB sync | Ar",http://arstechnica.com/apple/2014/05/apple-releases-os-x-10-9-3-with-improved-4k-support-restored-usb-sync/,1400851081,,archive
Apple integrates LLVM compiler to boost WebKit JavaScript performance | Ars,http://arstechnica.com/information-technology/2014/05/apple-integrates-llvm-compiler-to-boost-webkit-javascript-performance/,1400850962,,archive
Never Forgetting a Face - NYTimes.com,http://www.nytimes.com/2014/05/18/technology/never-forgetting-a-face.html?_r=1,1401084157,,unread
http://www.wired.com/2014/05/oculus-rift-4/#x,http://www.wired.com/2014/05/oculus-rift-4/#x,1401006883,,archive
Missing features we’d like to see in the next version of OS X | Ars Technic,http://arstechnica.com/apple/2014/05/missing-features-wed-like-to-see-in-the-next-version-of-os-x/,1400851085,,archive
http://blog.codinghorror.com/headphone-snobbery/,http://blog.codinghorror.com/headphone-snobbery/,1439902344,,archive
http://www.macworld.com/article/2291241/a-tale-of-two-apples.html,http://www.macworld.com/article/2291241/a-tale-of-two-apples.html,1402487524,,archive
The Minimum Wage Worker Strikes Back — Medium,https://medium.com/@sarahkendzior/the-minimum-wage-worker-strikes-back-fa4c36eb306b,1408081164,,archive
http://bits.blogs.nytimes.com/2014/06/16/jonathan-ive-on-apples-design-process-and-product-philosophy/?_php=true&_type=blogs&_php=true&_type=blogs&_r=1,http://bits.blogs.nytimes.com/2014/06/16/jonathan-ive-on-apples-design-process-and-product-philosophy/?_php=true&_type=blogs&_php=true&_type=blogs&_r=1,1403127055,,archive
https://www.washingtonpost.com/lifestyle/magazine/fatal-distraction-forgetting-a-child-in-thebackseat-of-a-car-is-a-horrifying-mistake-is-it-a-crime/2014/06/16/8ae0fe3a-f580-11e3-a3a5-42be35962a52_story.html,https://www.washingtonpost.com/lifestyle/magazine/fatal-distraction-forgetting-a-child-in-thebackseat-of-a-car-is-a-horrifying-mistake-is-it-a-crime/2014/06/16/8ae0fe3a-f580-11e3-a3a5-42be35962a52_story.html,1462093207,,unread
This Internet Millionaire Has a New Deal For You - D Magazine,http://www.dmagazine.com/publications/d-magazine/2014/july/matt-rutledge-woot-has-a-new-deal-mediocre-corporation?single=1,1415533700,,unread
Daring Fireball: Macintel: The End Is Nigh,https://developer.apple.com/swift/blog/,1407524676,,archive
Meet Music Magazine review: Audio-Technica AT-LP120-USB,http://www.meetmusic.com/nl/archivedetail.asp?id=1298&subrubriek=11,1405452728,,archive
http://www.newyorker.com/magazine/2011/10/03/personal-best,http://www.newyorker.com/magazine/2011/10/03/personal-best,1459368239,,unread
Vijf misverstanden over de participatiesamenleving - Sociale Vraagstukken -,http://www.trouw.nl/tr/nl/6704/Sociale-Vraagstukken/article/detail/3703372/2014/07/28/Vijf-misverstanden-over-de-participatiesamenleving.dhtml,1409466754,,archive
Iemand nog wat drinken? – De Groene Amsterdammer,http://www.groene.nl/artikel/iemand-nog-wat-drinken,1409757654,,archive
The Most Fascinating Profile You’ll Ever Read About a Guy and His Boring St,http://www.wired.com/2014/08/the-most-fascinating-profile-youll-ever-read-about-a-guy-and-his-boring-startup/,1408389137,,unread
Inside Apple’s Internal Training Program - NYTimes.com,http://www.nytimes.com/2014/08/11/technology/-inside-apples-internal-training-program-.html?_r=1,1422618496,,archive
How to Be Polite — The Message — Medium,https://medium.com/message/how-to-be-polite-9bf1e69e888c,1416905842,,archive
Email Is Still the Best Thing on the Internet - Technology - The Atlantic,http://www.theatlantic.com/technology/print/2014/08/why-email-will-never-die/375973/,1408282528,,archive
Seeing Through the Illusion: Understanding Apple’s Mastery of the Media | 9,http://9to5mac.com/2014/08/29/seeing-through-the-illusion-understanding-apples-mastery-of-the-media/,1409396450,,archive
How to stimulate the open web,http://scripting.com/2014/08/31/howToStimulateTheOpenWeb.html,1409676286,,archive
http://furbo.org/2014/09/03/the-terminal/,http://furbo.org/2014/09/03/the-terminal/,1437233671,,archive
The failed 9. sep. Apple livestream – Blog post - Simon Fredsted’s blog,http://simonfredsted.com/1115,1410452547,,archive
Refining The Way We Structure Our CSS At Trello | Trello Blog,http://blog.trello.com/refining-the-way-we-structure-our-css-at-trello/,1410551022,,archive
http://www.netkwesties.nl/731/tragisch-misverstand-over-durf-risicokapitaal.htm,http://www.netkwesties.nl/731/tragisch-misverstand-over-durf-risicokapitaal.htm,1411907494,,archive
Design is Expensive,http://prog21.dadgum.com/199.html,1412666707,,archive
http://www.c-sharpcorner.com/UploadFile/damubetha/solid-principles-in-C-Sharp/,http://www.c-sharpcorner.com/UploadFile/damubetha/solid-principles-in-C-Sharp/,1448454138,,unread
OS X 10.10 Yosemite: The Ars Technica Review | Ars Technica,http://arstechnica.com/apple/2014/10/os-x-10-10/12/#safari,1413571898,,archive
Career planning: Where do old devs go to? - Ayende @ Rahien,http://ayende.com/blog/168802/career-planning-where-do-old-devs-go-to?Key=341a6c97-df7a-4d7d-bf0e-5cc683416bba,1414056961,,archive
http://www.theguardian.com/news/2014/oct/21/-sp-the-truth-about-evil-john-gray,http://www.theguardian.com/news/2014/oct/21/-sp-the-truth-about-evil-john-gray,1414311725,,unread
The Sixth Stage of Grief is Retro-Computing — The Message — Medium,https://medium.com/message/networks-without-networks-7644933a3100,1416905853,,unread
https://decorrespondent.nl/2037/Correspondentmiddag-ga-mee-op-drugssurvival-in-Groningen-met-dakloze-Jonny/36613687803-8c2ff1d9,https://decorrespondent.nl/2037/Correspondentmiddag-ga-mee-op-drugssurvival-in-Groningen-met-dakloze-Jonny/36613687803-8c2ff1d9,1415688838,,archive
http://www.nrc.nl/nieuws/2014/11/12/lees-hier-een-nooit-eerder-vertaald-verhaal-van-ernest-hemingway/,http://www.nrc.nl/nieuws/2014/11/12/lees-hier-een-nooit-eerder-vertaald-verhaal-van-ernest-hemingway/,1415800157,,unread
On HTML5 and the Group That Rules the Web,http://www.newyorker.com/tech/elements/group-rules-web,1416905896,,archive
Because Reading is Fundamental,http://blog.codinghorror.com/because-reading-is-fundamental-2/,1417039776,,unread
http://www.washingtonpost.com/posteverything/wp/2014/12/16/unemployed-you-shouldnt-just-take-any-job/,http://www.washingtonpost.com/posteverything/wp/2014/12/16/unemployed-you-shouldnt-just-take-any-job/,1429464313,,archive
"5,200 Days in Space - The Atlantic",http://www.theatlantic.com/features/archive/2014/12/5200-days-in-space/383510/,1421318774,,unread
http://www.archive.org/details/softwarelibrary_msdos_games/v2,http://www.archive.org/details/softwarelibrary_msdos_games/v2,1420829565,,archive
http://codebetter.com/markneedham/2010/03/18/essential-and-accidental-complexity/,http://codebetter.com/markneedham/2010/03/18/essential-and-accidental-complexity/,1420793961,,archive
http://www.nytimes.com/2015/01/11/fashion/no-37-big-wedding-or-small.html,http://www.nytimes.com/2015/01/11/fashion/no-37-big-wedding-or-small.html,1422007557,,unread
http://www.nytimes.com/2015/01/11/fashion/modern-love-to-fall-in-love-with-anyone-do-this.html?_r=0,http://www.nytimes.com/2015/01/11/fashion/modern-love-to-fall-in-love-with-anyone-do-this.html?_r=0,1422007566,,archive
http://fortune.com/2015/01/13/judgment-happiness-behavior-mindfulness/,http://fortune.com/2015/01/13/judgment-happiness-behavior-mindfulness/,1427728179,,unread
The RedMonk Programming Language Rankings: January 2015 – tecosystems,http://redmonk.com/sogrady/2015/01/14/language-rankings-1-15/,1421408156,,archive
